snippet,trait
A pessoa se desapegou de teorias quando a prática mostrou resultado melhor. Durante a reunião percebeu-se a consequência. A atitude teve impacto direto no resultado.,pragmático
Ela se desapegou de teorias quando a prática mostrou resultado melhor. Num atendimento percebeu-se a consequência. Ninguém pareceu surpreso com a atitude.,pragmático
"O gerente escolheu a solução que funcionava, mesmo que fosse pouco elegante num atendimento. A atitude deixou os demais em silêncio. A atitude deixou os demais em silêncio.",pragmático
"Durante num debate online, o estudante escolheu a solução que funcionava, mesmo que fosse pouco elegante. Pouco depois, a consequência ficou clara. O gesto foi notado por poucas pessoas, mas foi decisivo.",pragmático
"Durante num atendimento, a pessoa simplificou o processo para que a equipe pudesse seguir. A reação dos outros foi imediata. A reação dos outros foi imediata.",pragmático
"A aluna escolheu a solução que funcionava, mesmo que fosse pouco elegante. Na faculdade percebeu-se a consequência. Ninguém pareceu surpreso com a atitude.",pragmático
"O vizinho foi direto ao ponto para resolver o problema imediato na rodovia. Pouco depois, a consequência ficou clara. Ninguém pareceu surpreso com a atitude.",pragmático
O funcionário foi direto ao ponto para resolver o problema imediato. Ao final do dia percebeu-se a consequência. A reação dos outros foi imediata.,pragmático
"Durante num intervalo de trabalho, a funcionária se desapegou de teorias quando a prática mostrou resultado melhor. A reação dos outros foi imediata. A atitude deixou os demais em silêncio.",pragmático
"O pai simplificou o processo para que a equipe pudesse seguir num culto. O gesto foi notado por poucas pessoas, mas foi decisivo. A atitude deixou os demais em silêncio.",pragmático
"O gerente simplificou o processo para que a equipe pudesse seguir. Num intervalo de trabalho percebeu-se a consequência. Pouco depois, a consequência ficou clara. A atitude teve impacto direto no resultado.",pragmático
"Durante na rodovia, a pessoa escolheu a solução que funcionava, mesmo que fosse pouco elegante. Isso mudou o rumo da conversa.",pragmático
"Ela escolheu a solução que funcionava, mesmo que fosse pouco elegante — num culto. A atitude teve impacto direto no resultado. A atitude teve impacto direto no resultado.",pragmático
A pessoa foi direto ao ponto para resolver o problema imediato. Num almoço em família percebeu-se a consequência. A atitude deixou os demais em silêncio. Isso foi suficiente para definir o desfecho.,pragmático
A colega insistiu por meio de palavras duras até que fosse atendido num evento social. A reação dos outros foi imediata. Isso foi suficiente para definir o desfecho.,agressivo
O funcionário cortou a fala do outro com rudeza para impor seu ponto — num culto. Isso mudou o rumo da conversa. Ninguém pareceu surpreso com a atitude.,agressivo
"Ela levantou a voz e empurrou a mesa durante a discussão num intervalo de trabalho. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
"Durante no fim de semana, a pessoa insistiu por meio de palavras duras até que fosse atendido. A atitude teve impacto direto no resultado.",agressivo
"Durante na rodovia, a pessoa insistiu por meio de palavras duras até que fosse atendido. Ninguém pareceu surpreso com a atitude. Pouco depois, a consequência ficou clara.",agressivo
"A colega levantou a voz e empurrou a mesa durante a discussão. Num atendimento percebeu-se a consequência. Pouco depois, a consequência ficou clara.",agressivo
"A colega cortou a fala do outro com rudeza para impor seu ponto — num evento social. Ninguém pareceu surpreso com a atitude. Pouco depois, a consequência ficou clara.",agressivo
A funcionária levantou a voz e empurrou a mesa durante a discussão — num culto. A reação dos outros foi imediata.,agressivo
A mãe fez gestos bruscos que intimidaram os outros. Num projeto urgente percebeu-se a consequência. Isso foi suficiente para definir o desfecho. Isso mudou o rumo da conversa.,agressivo
"O colega cortou a fala do outro com rudeza para impor seu ponto durante a reunião. Pouco depois, a consequência ficou clara.",agressivo
"O estudante cortou a fala do outro com rudeza para impor seu ponto num intervalo de trabalho. Pouco depois, a consequência ficou clara. Isso foi suficiente para definir o desfecho.",agressivo
O estudante cortou a fala do outro com rudeza para impor seu ponto. Num intervalo de trabalho percebeu-se a consequência. A atitude deixou os demais em silêncio.,agressivo
"O estudante fez gestos bruscos que intimidaram os outros num almoço em família. Ninguém pareceu surpreso com a atitude. Pouco depois, a consequência ficou clara.",agressivo
O colega cortou a fala do outro com rudeza para impor seu ponto. Na rodovia percebeu-se a consequência. A atitude deixou os demais em silêncio.,agressivo
"O pai levantou a voz e empurrou a mesa durante a discussão. Num projeto urgente percebeu-se a consequência. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
"A mãe insistiu por meio de palavras duras até que fosse atendido. No fim de semana percebeu-se a consequência. Pouco depois, a consequência ficou clara. A atitude deixou os demais em silêncio.",agressivo
"O estudante fez gestos bruscos que intimidaram os outros — na faculdade. Ninguém pareceu surpreso com a atitude. Pouco depois, a consequência ficou clara.",agressivo
O vizinho fez gestos bruscos que intimidaram os outros num hospital. Ninguém pareceu surpreso com a atitude.,agressivo
A mãe fez gestos bruscos que intimidaram os outros. Na faculdade percebeu-se a consequência. A atitude teve impacto direto no resultado. A atitude teve impacto direto no resultado.,agressivo
O estudante cortou a fala do outro com rudeza para impor seu ponto na rodovia. A reação dos outros foi imediata.,agressivo
"A funcionária cortou a fala do outro com rudeza para impor seu ponto num evento social. A atitude teve impacto direto no resultado. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
A vizinha insistiu por meio de palavras duras até que fosse atendido. Num debate online percebeu-se a consequência. A reação dos outros foi imediata. A atitude deixou os demais em silêncio.,agressivo
A vizinha fez gestos bruscos que intimidaram os outros. Ao final do dia percebeu-se a consequência. A atitude teve impacto direto no resultado.,agressivo
"O gerente insistiu por meio de palavras duras até que fosse atendido num evento social. Isso foi suficiente para definir o desfecho. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
O funcionário cortou a fala do outro com rudeza para impor seu ponto num culto. Isso foi suficiente para definir o desfecho. A atitude deixou os demais em silêncio.,agressivo
"Durante ao final do dia, o gerente cortou a fala do outro com rudeza para impor seu ponto. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
A funcionária insistiu por meio de palavras duras até que fosse atendido num atendimento. Isso foi suficiente para definir o desfecho. Isso mudou o rumo da conversa.,agressivo
O colega fez gestos bruscos que intimidaram os outros. Durante a reunião percebeu-se a consequência. Isso foi suficiente para definir o desfecho.,agressivo
"Durante num atendimento, o vizinho insistiu por meio de palavras duras até que fosse atendido. A atitude teve impacto direto no resultado.",agressivo
A funcionária cortou a fala do outro com rudeza para impor seu ponto — num atendimento. Ninguém pareceu surpreso com a atitude. Ninguém pareceu surpreso com a atitude.,agressivo
O pai fez gestos bruscos que intimidaram os outros. Num atendimento percebeu-se a consequência. Ninguém pareceu surpreso com a atitude. Ninguém pareceu surpreso com a atitude.,agressivo
"Ele insistiu por meio de palavras duras até que fosse atendido — na faculdade. O gesto foi notado por poucas pessoas, mas foi decisivo.",agressivo
"Ele insistiu por meio de palavras duras até que fosse atendido num processo seletivo. Pouco depois, a consequência ficou clara. Isso foi suficiente para definir o desfecho.",agressivo
A funcionária levantou a voz e empurrou a mesa durante a discussão em casa. Isso mudou o rumo da conversa.,agressivo
"Durante na faculdade, o colega cortou a fala do outro com rudeza para impor seu ponto. A atitude teve impacto direto no resultado.",agressivo
"Durante no fim de semana, o estudante levantou a voz e empurrou a mesa durante a discussão. Isso foi suficiente para definir o desfecho. A atitude teve impacto direto no resultado.",agressivo
O pai insistiu por meio de palavras duras até que fosse atendido. Em casa percebeu-se a consequência. A atitude deixou os demais em silêncio.,agressivo
"Durante num hospital, a aluna fez gestos bruscos que intimidaram os outros. A atitude teve impacto direto no resultado. Isso foi suficiente para definir o desfecho.",agressivo
A funcionária cortou a fala do outro com rudeza para impor seu ponto. Num processo seletivo percebeu-se a consequência. Isso mudou o rumo da conversa.,agressivo
A mãe insistiu por meio de palavras duras até que fosse atendido ao final do dia. Isso foi suficiente para definir o desfecho. A atitude teve impacto direto no resultado.,agressivo
O funcionário levantou a voz e empurrou a mesa durante a discussão na faculdade. A atitude deixou os demais em silêncio. A reação dos outros foi imediata.,agressivo
"O estudante levantou a voz e empurrou a mesa durante a discussão em casa. Pouco depois, a consequência ficou clara.",agressivo
Ele insistiu por meio de palavras duras até que fosse atendido. No fim de semana percebeu-se a consequência. Isso foi suficiente para definir o desfecho. A atitude teve impacto direto no resultado.,agressivo
A colega fez gestos bruscos que intimidaram os outros. Num projeto urgente percebeu-se a consequência. Isso foi suficiente para definir o desfecho.,agressivo
O gerente fez gestos bruscos que intimidaram os outros — ao final do dia. Isso mudou o rumo da conversa. A atitude teve impacto direto no resultado.,agressivo
